Question,Answer
"Who said the quote: 'Well, as a backup system, in case the lock is broken, you can see if it's taken.'?",Susan Ross
"Who said the quote: 'Can we change the subject, please?'?",Susan Ross
"Who said the quote: 'No, fine. If you wanna keep talking about it, we'll talk about it.'?",Susan Ross
"Who said the quote: 'Well, I didn't think that it had any momentum.'?",Susan Ross
Who said the quote: 'How was your day?'?,Susan Ross
Who said the quote: 'Mine was okay. So what's goin' on?'?,Susan Ross
"Who said the quote: 'Oh, the Lowers want to get together with us on Friday night.'?",Susan Ross
Who said the quote: 'You don't want to go?'?,Susan Ross
Who said the quote: 'So what did Jerry have to say?'?,Susan Ross
"Who said the quote: 'Oh, yeah, the toilets. You told me.'?",Susan Ross
Who said the quote: 'Yeah.'?,Susan Ross
Who said the quote: 'What do you mean? You want to postpone the wedding?'?,Susan Ross
"Who said the quote: 'If you don't want to marry me, George, just say so. (crying) Say so.'?",Susan Ross
Who said the quote: 'You don't love me.'?,Susan Ross
Who said the quote: 'My parents told me you were too neurotic and that I was making a mistake.'?,Susan Ross
Who said the quote: 'Are you sure?'?,Susan Ross
"Who said the quote: 'Hi, how was your day?'?",Susan Ross
"Who said the quote: 'Ah, it was okay. What's going on?'?",Susan Ross
"Who said the quote: 'Yeah, sure.'?",Susan Ross
"Who said the quote: 'George, of course, of course it can wait until march if that is what you want.'?",Susan Ross
"Who said the quote: 'Oh, don't worry your head. Of course.'?",Susan Ross
Who said the quote: '(Agreeing) Hm Hm. Oh what is that like Italian coffee?'?,Jackie Chiles
"Who said the quote: 'Half milk, half coffee?'?",Jackie Chiles
Who said the quote: 'Hm Hm. You take a sip?'?,Jackie Chiles
"Who said the quote: 'Now when you took a sip, did you notice it was hot? Were you able to sip it in your normal fashion?'?",Jackie Chiles
"Who said the quote: 'Hm Hm. All right, all right. You take big sips?'?",Jackie Chiles
Who said the quote: 'O.K. You take normal sips. Nothing wrong with that. Then what happened?'?,Jackie Chiles
"Who said the quote: 'Yeah, see they like to sell their own coffee.'?",Jackie Chiles
"Who said the quote: 'Yeah that's going to be a problem. It's gonna be a problem for them. This a clear violation of your rights as a consumer. It's an infringement on your constitutional rights. It's outrageous, egregious, preposterous.'?",Jackie Chiles
Who said the quote: 'So. Then what happened?'?,Jackie Chiles
Who said the quote: 'Was there a top on it?'?,Jackie Chiles
Who said the quote: 'Now did you put the top on or did they put the top on for you?'?,Jackie Chiles
Who said the quote: 'And they made the top. You didn't make the top did you?'?,Jackie Chiles
Who said the quote: '(To secretary over intercom) Suzie. I want you to go down to Java World. Get me a cafe latte with a top. (To Kramer) We're gonna run some test on that top. Have you been to the doctor?'?,Jackie Chiles
Who said the quote: '(To secretary over intercom) Suzie. Call Dr. Bison. Set up an appointment for Mr. Kramer here. Tell him it's from me.'?,Jackie Chiles
Who said the quote: 'Jackie.'?,Jackie Chiles
"Who said the quote: 'Do we have a chance? You get me one coffee drinker on that jury, you gonna walk outta there a rich man.'?",Jackie Chiles
Who said the quote: 'Well you could use a little flash.'?,Susan Ross
Who said the quote: 'Name one.'?,Susan Ross
"Who said the quote: 'Oh, he's impossible to shop for uncle Ned.'?",Susan Ross
Who said the quote: 'O.K.'?,Susan Ross
Who said the quote: 'What?'?,Susan Ross
Who said the quote: 'What about him?'?,Susan Ross
Who said the quote: 'Because he's a security guard.'?,Susan Ross
"Who said the quote: 'George, you just met him. Don't say anything to him.'?",Susan Ross
Who said the quote: 'Not really. (Walks away)'?,Susan Ross
Who said the quote: 'All right George. (She puts the red shirt up to him again) What do you think?'?,Susan Ross
"Who said the quote: 'You put the balm on? Who told you to put the balm on? I didn't tell you to put the balm on. Why'd you put the balm on? You haven't even been to see the doctor. If your gonna put a balm on, let a doctor put a balm on.'?",Jackie Chiles
Who said the quote: 'Your damn right you screwed up. Where the hell did you get that damm balm anyway?'?,Jackie Chiles
Who said the quote: 'The who? What are you talking about Maestro?'?,Jackie Chiles
"Who said the quote: 'Oh oh oh, so a Maestro tells you to put a balm on and you do it?'?",Jackie Chiles
Who said the quote: 'I tell you what this is. This is a public humiliation.'?,Jackie Chiles
Who said the quote: 'Do you know what a balm is? Have you ever seen a balm? Didn't you read the instructions?'?,Jackie Chiles
Who said the quote: '(interrupts) No one can tell what a balm's gonna do. They're unpredictable.'?,Jackie Chiles
Who said the quote: '(To cab driver) Pull over here driver this is it.'?,Jackie Chiles
Who said the quote: 'I'll take it? Who told you to take it? Did I tell you to take it?'?,Jackie Chiles
"Who said the quote: 'I know the Maestro didn't tell you to take it, he wasn't there.'?",Jackie Chiles
Who said the quote: 'Free coffee?'?,Jackie Chiles
Who said the quote: 'I don't want free coffee. It's not hard to get coffee. I can get my own'?,Jackie Chiles
Who said the quote: '20 years practicing law I've never experienced anything like this.'?,Jackie Chiles
Who said the quote: 'Bread -- $2 extra.'?,Yev Kassem (Soup nazi)
Who said the quote: 'You want bread?'?,Yev Kassem (Soup nazi)
Who said the quote: '$3!'?,Yev Kassem (Soup nazi)
Who said the quote: 'No soup for you! [snaps fingers]'?,Yev Kassem (Soup nazi)
Who said the quote: 'You're pushing your luck little man.'?,Yev Kassem (Soup nazi)
Who said the quote: 'Yes.'?,Yev Kassem (Soup nazi)
Who said the quote: 'Very good. Very good.'?,Yev Kassem (Soup nazi)
Who said the quote: 'You know something?'?,Yev Kassem (Soup nazi)
Who said the quote: 'No soup for you!'?,Yev Kassem (Soup nazi)
Who said the quote: 'Come back one year! Next!'?,Yev Kassem (Soup nazi)
"Who said the quote: 'Hey, what is this? You're kissing in my line? Nobody kisses in my line!'?",Yev Kassem (Soup nazi)
Who said the quote: 'You just cost yourself a soup!'?,Yev Kassem (Soup nazi)
Who said the quote: 'Ohh! This city.'?,Yev Kassem (Soup nazi)
"Who said the quote: 'One large jambalaya, please.'?",Newman
"Who said the quote: 'So, continue.'?",Yev Kassem (Soup nazi)
Who said the quote: 'Thank you. [inhaling deeply] Jambalaya!'?,Newman
"Who said the quote: 'All right, now listen to me. You have been a good friend. I have an armoire in my basement. If you want to pick it up, you're welcome to it. So, take it, it's yours.'?",Yev Kassem (Soup nazi)
Who said the quote: 'You are the only one who understands me.'?,Yev Kassem (Soup nazi)
Who said the quote: 'Yes. That is right.'?,Yev Kassem (Soup nazi)
Who said the quote: 'How can I tolerate any less from my customer?'?,Yev Kassem (Soup nazi)
Who said the quote: 'Por favor?'?,Yev Kassem (Soup nazi)
Who said the quote: 'Adios muchacho!'?,Yev Kassem (Soup nazi)
"Who said the quote: 'Hey, Jerry!'?",Susan Ross
Who said the quote: 'Of course.'?,Susan Ross
"Who said the quote: 'Aw, what are you getting George?'?",Susan Ross
"Who said the quote: 'Oh, George, you're so sweet.'?",Susan Ross
Who said the quote: 'Aww!'?,Susan Ross
"Who said the quote: 'You know sweetie, I just want you to know that I was so proud of you today expressing your feelings so freely in front of Jerry and all. Just knowing that you're not afraid of those things is such a great step forward in our relationship.'?",Susan Ross
Who said the quote: '[in babying voice] Because you love your little kiki don't you?'?,Susan Ross
"Who said the quote: 'You? If I knew it was for you, I never would have given it to him in the first place! I would have taken a hatchet and smashed it to pieces! Now, who wants soup? Next! Speak up!'?",Yev Kassem (Soup nazi)
"Who said the quote: 'Look, they have it in blue...for my baby bluey. Are you my baby bluey?'?",Susan Ross
"Who said the quote: 'Hi, Jerry.'?",Susan Ross
"Who said the quote: 'You know, I really like Sheila a lot.'?",Susan Ross
Who said the quote: 'Mmm-hmm.'?,Susan Ross
"Who said the quote: 'Oh, no! That's too bad.'?",Susan Ross
Who said the quote: 'Mmm-hmm.'?,Susan Ross
Who said the quote: 'Go on! Leave! Get out!'?,Yev Kassem (Soup nazi)
Who said the quote: 'Next!'?,Yev Kassem (Soup nazi)
Who said the quote: 'You. You think you can get soup? Please. You're wasting everyone's time.'?,Yev Kassem (Soup nazi)
Who said the quote: 'That is my recipe for wild mushroom.'?,Yev Kassem (Soup nazi)
Who said the quote: 'Mulliga...tawny?'?,Yev Kassem (Soup nazi)
Who said the quote: '[panting] Jerry! Jerry! Jerry!'?,Newman
Who said the quote: 'Something's happened with the Soup Nazi!'?,Newman
"Who said the quote: 'Elaine's down there causing all kinds of commotion. Somehow she got a hold of his recipes and she says she's gonna drive him out of business! The Soup Nazi said that now that his recipes are out, he's not gonna make anymore soup! He's moving out of the country, moving to Argentina! No more soup, Jerry! No more for of us!'?",Newman
Who said the quote: 'He's giving away what's left! I gotta go home and get a big pot!'?,Newman
"Who said the quote: 'Hey, I gotta get some cash, I'm gonna run down to the ATM.'?",Susan Ross
Who said the quote: 'I'll get it for you; just give me your card.'?,Susan Ross
"Who said the quote: 'Yeah, just tell me your code.'?",Susan Ross
"Who said the quote: 'I want you to tell me, George.'?",Susan Ross
"Who said the quote: 'Because, it's part of our relationship, it's an indication of trust. We're not supposed to keep secrets from one another.'?",Susan Ross
Who said the quote: 'My cycles?'?,Susan Ross
Who said the quote: 'Well from now on I'll keep you apprised of my cycles.'?,Susan Ross
Who said the quote: 'Anything else?'?,Susan Ross
"Who said the quote: 'Hi. Here's your cash, George.'?",Susan Ross
Who said the quote: 'And here's your card back. Anyone for Bosco?'?,Susan Ross
"Who said the quote: 'Hello? (with hesitant surprise) Oh, that sounds great. I love that sort of stuff.'?",Susan Ross
Who said the quote: 'Oh whoo. Quite the DColletage for a suffragette.'?,Susan Ross
Who said the quote: 'Whoo.'?,Susan Ross
"Who said the quote: 'Oh, I know what I wanted to tell you.'?",Susan Ross
"Who said the quote: 'Ehahh, forget it.'?",Susan Ross
Who said the quote: 'The vault?'?,Susan Ross
"Who said the quote: 'Yeah, we got along real well.'?",Susan Ross
"Who said the quote: 'Yeah, I know. We talked all about that.'?",Susan Ross
Who said the quote: 'Oh yeah. Elaine opened up her vault.'?,Susan Ross
"Who said the quote: 'Yeah, why? Did I use it wrong?'?",Susan Ross
Who said the quote: 'Yeah. So what?'?,Susan Ross
Who said the quote: 'I don't know. Anyway I thought we'd all go to a movie on Friday.'?,Susan Ross
Who said the quote: 'Yeah.'?,Susan Ross
"Who said the quote: 'Hey Jerry. Look at all the towels they gave me! I really hit the jackpot! (holding a large stack of towels, Newman pats his face with the top one) Ha, ha, ha.'?",Newman
Who said the quote: 'Hey! Elaine! Jerry. Over here!'?,Susan Ross
"Who said the quote: 'Yeah, look who I ran into.'?",Susan Ross
Who said the quote: 'What's that Jerry?'?,Susan Ross
"Who said the quote: 'Oh, hey, hey, Georgie boy, over here.'?",Susan Ross
Who said the quote: 'Hey George!'?,Susan Ross
"Who said the quote: 'Olly, olly, oxen, free!'?",Newman
Who said the quote: 'Mouth-to-mouth?'?,Newman
Who said the quote: 'Huh.'?,Newman
Who said the quote: 'You go.'?,Newman
"Who said the quote: 'Yeah, but you pulled him in.'?",Newman
Who said the quote: 'Nah.'?,Newman
Who said the quote: 'Yeah. Maybe.'?,Newman
"Who said the quote: 'Elaine, where could he be? It's not like George to just disappear.'?",Susan Ross
"Who said the quote: 'Oh, I don't know.'?",Susan Ross
Who said the quote: 'Yeah.'?,Susan Ross
Who said the quote: 'Why didnt you give him mouth-to-mouth?'?,Susan Ross
"Who said the quote: 'No, no. That's not the guy. That's a different guy.'?",Susan Ross
"Who said the quote: 'Would you two, Please?'?",Susan Ross
"Who said the quote: 'Oh, I don't know. I couldn't hear anything. You, you talked the whole movie.'?",Susan Ross
"Who said the quote: 'Ah, no. I don't think so.'?",Susan Ross
"Who said the quote: 'Well you know, all you guys ever do is sit around the coffee shop talking, sit around Jerry's apartment talking. Frankly, I don't know how you can stand it. Ill see you.'?",Susan Ross
"Who said the quote: 'You know, I really like those new jeans Jerry was wearing. He's really thin.'?",Susan Ross
Who said the quote: 'Why? He's a 31. I saw the tag on the back.'?,Susan Ross
Who said the quote: 'Mmm-hmm.'?,Susan Ross
Who said the quote: 'What are you talking about?'?,Susan Ross
"Who said the quote: 'Oh, how could he be so vain?'?",Susan Ross
"Who said the quote: 'Well, it's alright, I'm your fiance. Everyone assumes you'll tell me everything.'?",Susan Ross
"Who said the quote: 'Well, we're a couple. It's understood.'?",Susan Ross
"Who said the quote: 'Well, you've never been a couple.'?",Susan Ross
Who said the quote: 'Keeping secrets! This is just like your secret bank code.'?,Susan Ross
"Who said the quote: 'Oh, the poet!'?",Susan Ross
"Who said the quote: 'Maya Angelou, the poet.'?",Susan Ross
Who said the quote: 'I'm going to the ladies room.'?,Susan Ross
"Who said the quote: 'Jerry got her phone number off of an AIDS walk list? Oh, that's awful!'?",Susan Ross
Who said the quote: 'But you told me anyway?'?,Susan Ross
"Who said the quote: 'Thank you, honey.'?",Susan Ross
Who said the quote: 'Can we stop by a drug store first?'?,Susan Ross
Who said the quote: 'I'm out of birth control stuff.'?,Susan Ross
"Who said the quote: 'Oh, don't park. I'll just sit in the car, you can run in.'?",Susan Ross
"Who said the quote: 'You don't know what I use for birth control, do you?'?",Susan Ross
Who said the quote: 'You do? What?'?,Susan Ross
Who said the quote: 'The what?'?,Susan Ross
"Who said the quote: 'Just get me some sponges, please.'?",Susan Ross
Who said the quote: 'Off the market? The sponge?'?,Susan Ross
Who said the quote: 'I can't! I love the sponge! I need the sponge!'?,Susan Ross
"Who said the quote: 'So, listen to this. But don't tell anyone - Jerry Seinfeld? He got a woman's number off an AIDS walk list.'?",Susan Ross
"Who said the quote: 'Well, I don't see why you just can't use condoms.'?",Susan Ross
Who said the quote: 'Just once...for the make-up sex.'?,Susan Ross
"Who said the quote: 'Come on, just once?'?",Susan Ross
Who said the quote: 'Why?'?,Susan Ross
"Who said the quote: 'Well, you just tear it open.'?",Susan Ross
"Who said the quote: 'Come on, George, just tear it open.'?",Susan Ross
Who said the quote: 'Tear it.'?,Susan Ross
Who said the quote: 'Here give it to me.'?,Susan Ross
Who said the quote: 'Give it to me. (She rips it open.) Come on. Come on!'?,Susan Ross
"Who said the quote: 'Georgie, can you zip me up?'?",Estelle Costanza
"Who said the quote: 'Well, come on!'?",Estelle Costanza
"Who said the quote: 'Well, I'm meeting your in-laws, I think I should look nice.'?",Estelle Costanza
"Who said the quote: 'So, what do you think? Your old man can look pretty good when he wants to, huh?'?",Frank Costanza
Who said the quote: 'I don't like that tie.'?,Estelle Costanza
Who said the quote: 'What's the matter with this tie? I've hardly worn it.'?,Frank Costanza
Who said the quote: 'It's too thin. They're wearing wide now.'?,Estelle Costanza
Who said the quote: 'How do you know what kind of ties they wear?'?,Frank Costanza
Who said the quote: 'Go to any office building on 7th Avenue and tell me if there's anyone there wearing a thin tie like that. Go ahead!'?,Estelle Costanza
"Who said the quote: 'Oh, get the hell outta here. 7th Avenue.'?",Frank Costanza
"Who said the quote: 'George, do you think he should wear a tie like that?'?",Estelle Costanza
Who said the quote: 'Huh?'?,Frank Costanza
Who said the quote: 'We gotta stop off and pick up a marble rye from Schnitzer's.'?,Frank Costanza
Who said the quote: 'It's out of our way. Why can't we pick up something at Lord's? It's right over here.'?,Estelle Costanza
Who said the quote: 'No! We have to go to Schnitzer's! I'll show these people something about taste!'?,Frank Costanza
Who said the quote: 'What is this thing anyway?'?,Frank Costanza
"Who said the quote: 'What is that, like a little chicken?'?",Frank Costanza
Who said the quote: 'Gamebird?'?,Frank Costanza
"Who said the quote: 'What do you mean? Like, you - you hunt it?'?",Frank Costanza
Who said the quote: 'How hard could it be to kill this thing?'?,Frank Costanza
Who said the quote: 'I couldn't help but notice that you have quite a library in there.'?,Estelle Costanza
Who said the quote: 'More wine anyone?'?,Susan Ross
Who said the quote: 'Yeah. I'll take some.'?,Frank Costanza
Who said the quote: 'Hmmm?'?,Susan Ross
Who said the quote: 'Thank you.'?,Frank Costanza
Who said the quote: 'How do you like the Merlot?'?,Susan Ross
Who said the quote: 'Merlot? I never heard of it. Did they just invent it?'?,Estelle Costanza
"Who said the quote: 'Let me understand, you got the hen, the chicken and the rooster. The rooster goes with the chicken. So, who's having sex with the hen?'?",Frank Costanza
"Who said the quote: 'But you see my point here? You only hear of a hen, a rooster and a chicken. Something's missing!'?",Frank Costanza
Who said the quote: 'That's perverse.'?,Frank Costanza
Who said the quote: 'Hey! Hey! Come on! Come on! I haven't seen it yet.'?,Frank Costanza
Who said the quote: 'Still! Still! I like to go in fresh!'?,Frank Costanza
Who said the quote: 'The mother seems to hit the sauce pretty hard. I didn't like that.'?,Estelle Costanza
Who said the quote: 'And who doesn't serve cake after a meal? What kind of people? Would it kill them to put out a pound cake? Something!'?,Frank Costanza
Who said the quote: 'It is a big deal. You're supposed to serve cake after a meal. I'm sorry. It's impolite.'?,Estelle Costanza
"Who said the quote: 'Not impolite...it's stupid, that's what it is. You gotta be stupid to do something like that!'?",Frank Costanza
Who said the quote: 'Your father's absolutely right. We're sitting there like idiots drinking coffee without a piece of cake!'?,Estelle Costanza
Who said the quote: 'We forgot to bring it in.'?,Estelle Costanza
"Who said the quote: 'No, I brought it in. They never put it out.'?",Frank Costanza
Who said the quote: 'I don't know. Where'd you put it?'?,Susan Ross
"Who said the quote: 'Well, it's gone.'?",Susan Ross
Who said the quote: 'What do you mean stole? It's my bread. They didn't eat it. Why should I leave it there?'?,Frank Costanza
"Who said the quote: 'Apparently, it wasn't good enough for them to serve.'?",Frank Costanza
Who said the quote: 'Who would bring a bread and take it back?'?,Susan Ross
Who said the quote: 'People take buses to get that rye.'?,Estelle Costanza
"Who said the quote: 'Aw, they didn't forget to put it out! It's deliberate! Deliberate, I tell ya!'?",Frank Costanza
Who said the quote: 'Wanna check out a swap meet?'?,Susan Ross
"Who said the quote: 'Oh, it was on the windshield of the car when we came out of that rest stop.'?",Susan Ross
"Who said the quote: 'So you're driving in the car, you're with your friend, minding your own business?'?",Jackie Chiles
Who said the quote: 'Then what happened?'?,Jackie Chiles
Who said the quote: 'No top? She didn't have a top on?'?,Jackie Chiles
Who said the quote: 'Well how would you describe this woman? Would you say she was an attractive woman?'?,Jackie Chiles
"Who said the quote: 'So we got an attractive woman, wearing a bra, no top, walkin' around in broad daylight. She's flouting society's conventions!'?",Jackie Chiles
"Who said the quote: 'That's totally inappropriate. It's lewd, lascivious, salacious, outrageous!'?",Jackie Chiles
Who said the quote: 'Could you repeat that?'?,Jackie Chiles
"Who said the quote: 'O'Henry? That's one of our top-selling candy bars. It's got chocolate, peanuts, nougat, it's delicious, scrumptious, outstanding! Have you been to a doctor?'?",Jackie Chiles
Who said the quote: 'Like taking candy from a baby.'?,Jackie Chiles
"Who said the quote: 'I don't know, George. I'm still worried about this car thing.'?",Susan Ross
"Who said the quote: 'Well, what about the flyers?'?",Susan Ross
Who said the quote: '(gasps)'?,Estelle Costanza
Who said the quote: 'Are you sure you're talking about George?'?,Estelle Costanza
"Who said the quote: 'So it was the meeting on the street that prompted you to buy the bra for Miss Mishke, would you say that was correct?'?",Jackie Chiles
"Who said the quote: 'And you have also brought with you, another bra, (goes over to the table and pulls a bra out of a bag) exactly like, the one that she so flagrantly exhibited herself in!'?",Jackie Chiles
"Who said the quote: 'Uh, what was you golf score, the last round you played uh, before you shoulder was injured?'?",Jackie Chiles
Who said the quote: 'Well would you tell this jury exactly what you saw at the corner of 83rd Street and Columbus?'?,Jackie Chiles
"Who said the quote: 'Well, did you, or did you not, see the defendant, wearing the bra?'?",Jackie Chiles
"Who said the quote: 'Mr. Seinfeld, I might remind you that you are under oath. Now I ask you again, did you or did you not, see this woman wearing a bra?!?'?",Jackie Chiles
"Who said the quote: 'No further questions, your honor.'?",Jackie Chiles
"Who said the quote: 'Well Kramer, I think we got this wrapped up.'?",Jackie Chiles
"Who said the quote: 'No, no, no, no!'?",Jackie Chiles
Who said the quote: 'Stan? Who the hell is Stan?'?,Jackie Chiles
Who said the quote: 'You're caddy?!? This is a big mistake!'?,Jackie Chiles
"Who said the quote: 'Your honor, we request at this time, that Miss Mishke...try on the bra.'?",Jackie Chiles
Who said the quote: 'A little baby girl?'?,Susan Ross
"Who said the quote: 'So, have you picked out a name yet?'?",Susan Ross
Who said the quote: 'Aww.'?,Susan Ross
Who said the quote: '(warning) George!'?,Susan Ross
"Who said the quote: 'What, are you crazy? They hated it. They were just humouring you.'?",Susan Ross
"Who said the quote: 'I can tell you, I would never name my child Soda.'?",Susan Ross
Who said the quote: 'Yeah.'?,Susan Ross
Who said the quote: 'What is that? Sign language?'?,Susan Ross
Who said the quote: 'Seven Costanza? You're serious?'?,Susan Ross
Who said the quote: 'I don't think so.'?,Susan Ross
Who said the quote: 'It's not a name. It's a number.'?,Susan Ross
Who said the quote: 'It's awful. I hate it!'?,Susan Ross
Who said the quote: '(also angry) Oh no it is not! No child of mine is ever going to be named Seven!'?,Susan Ross
"Who said the quote: 'Well, I dunno how original it's gonna be any more.'?",Susan Ross
"Who said the quote: 'Well I was telling Carrie about our argument, and when I told them the name, they just loved it.'?",Susan Ross
Who said the quote: 'They're gonna name their baby Seven.'?,Susan Ross
Who said the quote: 'I can't believe that they're using it.'?,Susan Ross
Who said the quote: 'I dunno how much cachet it had to begin with.'?,Susan Ross
"Who said the quote: 'Mmm. You present an interesting dilemma. Each of you seemingly has a legitimate claim to the bicycle, and yet the bicycle can have only one rightful owner. Quite the conundrum. As a federal employee, I believe the law is all we have. (getting worked up) It's all that separates us from the savages who don't deserve even the privilege of the daily mail. (angry) Stuffing parcels into mailboxes where they don't belong!!...'?",Newman
"Who said the quote: '...But, you must promise That you will abide by my decision, no matter how unjust it may seem to either of you. Do I have your word?'?",Newman
"Who said the quote: 'Alright, let's begin.'?",Newman
"Who said the quote: '(excited) Ooh, my cocoa!'?",Newman
"Who said the quote: 'Well, you've both presented very convincing arguments. On the one hand, Elaine, your promise was given in haste. But was it not still a promise? Hmm?'?",Newman
"Who said the quote: 'And, Kramer, you did provide a service in exchange for compensation. But, does the fee, once paid, not entitle the buyer to some assurance Of reliability? Hmm? Huh? Ahh. These were not easy questions to answer. Not for any man...'?",Newman
"Who said the quote: '...But I have made a decision. (revelatory) We will cut the bike down the middle, and give half to each of you.'?",Newman
"Who said the quote: 'Not so fast, Elaine! Only the bike's true owner would rather give it away than see it come to harm. Kramer, the bike is yours!'?",Newman
Who said the quote: 'Gangway!'?,Newman
"Who said the quote: 'Oh no. No no no no. I bought it from Kramer. He was hard up for cash. Fifty bucks! (he laughs) Can you believe it? Of course, I had to make some minor modifications, you know. Solid tires, reinforced seatpost, heavy duty shocks. But, baby, this is one sweet ride.'?",Newman
Who said the quote: 'Hey!! Help me!'?,Newman
Who said the quote: 'Hey. (glances at TV) Hey what're you watching? What is that? My Cousin Vinnie?'?,Susan Ross
Who said the quote: 'I thought you saw that before. How come you're watching that again?'?,Susan Ross
"Who said the quote: 'Did you know Marisa Tomei won an Oscar for that? Boy, she's beautiful, don't you think? I wish I looked like that.'?",Susan Ross
Who said the quote: 'Turn it off. You're making me jealous. I'm gonna think you like her more than you like me.'?,Susan Ross
"Who said the quote: 'Morty, what d'you have to open this box for? (waving at another box) There's already a box of cookies open.'?",Helen Seinfeld
Who said the quote: 'I wanted a Chip Ahoy.'?,Morty Seinfeld
Who said the quote: 'I don't like all these open boxes.'?,Helen Seinfeld
"Who said the quote: 'Look, I got a few good years left. If I want a Chip Ahoy, I'm having it.'?",Morty Seinfeld
Who said the quote: '(shout) Jerry!'?,Morty Seinfeld
"Who said the quote: '(shock) Oh, my god!'?",Helen Seinfeld
Who said the quote: 'What the hell are you doing here?'?,Morty Seinfeld
Who said the quote: 'Just like that? No calls?'?,Helen Seinfeld
"Who said the quote: 'Boy, you are really something.'?",Morty Seinfeld
Who said the quote: 'To what do we owe this great honour?'?,Helen Seinfeld
Who said the quote: 'Outside? What's going on?'?,Morty Seinfeld
"Who said the quote: 'Whenever Jerry comes, something exciting happens.'?",Helen Seinfeld
Who said the quote: '(laughs) Heh hah!'?,Morty Seinfeld
Who said the quote: 'Look at this! Look at this! (excited) You bought a Cadillac?!'?,Morty Seinfeld
Who said the quote: 'You what? You bought me a Cadillac?'?,Morty Seinfeld
"Who said the quote: '(sharply, to Jerry) Are you out of your mind?'?",Helen Seinfeld
Who said the quote: '(to Helen) You don't want it? Are you kidding?'?,Morty Seinfeld
Who said the quote: 'He's not buying us a Cadillac.'?,Helen Seinfeld
"Who said the quote: 'What are you, nuts?'?",Morty Seinfeld
"Who said the quote: 'It's a very nice gesture Jerry, but take it back.'?",Helen Seinfeld
Who said the quote: '(to Jerry) Can you believe this?!'?,Morty Seinfeld
Who said the quote: 'I'm not letting him buy us a Cadillac. He hasn't got that kind of money.'?,Helen Seinfeld
"Who said the quote: 'Oh, get out of here Mister Big Shot.'?",Helen Seinfeld
Who said the quote: 'Your father doesn't need a car.'?,Helen Seinfeld
"Who said the quote: 'Yes, I do!'?",Morty Seinfeld
"Who said the quote: 'Oh, Morty.'?",Helen Seinfeld
Who said the quote: 'We're keeping it.'?,Morty Seinfeld
Who said the quote: 'Over my dead body.'?,Helen Seinfeld
"Who said the quote: 'Hey Jerry, look at this. My seat's got a memory, in case somebody moves it. I could be in prison for five years. I come out, my seat goes right back to where I like it.'?",Morty Seinfeld
"Who said the quote: '(pointing) Hello, Jerry.'?",Jack Klompus
"Who said the quote: '(indicating) So, how d'you like this?'?",Morty Seinfeld
Who said the quote: 'Who's car?'?,Jack Klompus
Who said the quote: 'It's mine.'?,Morty Seinfeld
Who said the quote: 'Yours?'?,Jack Klompus
Who said the quote: 'That's right. My son bought it for me.'?,Morty Seinfeld
Who said the quote: 'He what?'?,Jack Klompus
Who said the quote: 'My son bought me the car. It's a present.'?,Morty Seinfeld
Who said the quote: '(disbelief) You bought it?'?,Jack Klompus
Who said the quote: 'You ever see one so nice?'?,Morty Seinfeld
Who said the quote: 'Some car.'?,Jack Klompus
Who said the quote: 'You wanna take a ride?'?,Morty Seinfeld
"Who said the quote: 'No, thank you.'?",Jack Klompus
"Who said the quote: 'C'mon, take a ride.'?",Morty Seinfeld
Who said the quote: 'I don't wanna take a ride.'?,Jack Klompus
Who said the quote: 'Why not?'?,Morty Seinfeld
Who said the quote: 'I don't feel like taking a ride. Do I have to take a ride?!'?,Jack Klompus
Who said the quote: 'Uh huh.'?,Morty Seinfeld
"Who said the quote: '(worked up) What d'you think? I've never ridden in a Cadillac before? Believe me, I've ridden in a Cadillac hundreds of times. Thousands.'?",Jack Klompus
Who said the quote: '(skeptical) Thousands?!'?,Morty Seinfeld
"Who said the quote: 'What? D'you think you're such a big shot now, because you got a Cadillac?'?",Jack Klompus
Who said the quote: '(dismissive) Ahh!'?,Morty Seinfeld
Who said the quote: '(dismissive) Yaah!'?,Jack Klompus
Who said the quote: 'Could you believe that guy?'?,Morty Seinfeld
"Who said the quote: 'Alright. Next thing on the agenda, the restoration of the fence at the Briarwood gate. At the present time, we are still accepting bids.'?",Morty Seinfeld
"Who said the quote: 'Well, I, as your president, have to find the best price, and right now, I for one, do not think it's cost-feasible.'?",Morty Seinfeld
Who said the quote: '(half to himself) I'll bet you don't.'?,Jack Klompus
Who said the quote: 'What was that?'?,Morty Seinfeld
"Who said the quote: 'C'mon Morty, the jig is up!'?",Jack Klompus
Who said the quote: 'What're you talking about?'?,Morty Seinfeld
"Who said the quote: 'I'm sorry. I'm sitting here, the whole meeting, holding my tongue. I've known you a long time, Morty, but I cannot hold it in any longer.'?",Jack Klompus
Who said the quote: 'I'll tell you what's going on. Morty Seinfeld has been stealing funds from the treasury.'?,Jack Klompus
Who said the quote: 'Stealing?!'?,Morty Seinfeld
Who said the quote: 'Proof? You want proof? He's driving around in a brand new Cadillac. Now what more proof do you want?'?,Jack Klompus
Who said the quote: 'My son bought me that car!'?,Morty Seinfeld
Who said the quote: 'Your son?'?,Jack Klompus
Who said the quote: 'Yeah.'?,Morty Seinfeld
"Who said the quote: 'Your son could never afford that car. We all saw his act, last year, at the playhouse. He's lucky he can pay his rent!'?",Jack Klompus
"Who said the quote: 'I tell you, he bought it for me!'?",Morty Seinfeld
