Question,Answer
"Who said the quote: 'Well, what about criminal activity? He's got to be alert.'?",Jerry Seinfeld
"Who said the quote: 'What, he can't jump out of the chair? How long does that take? Here look at this. (he moves to the end of the booth) Here, watch. (stands up) Criminals. Boom. I'm up. (pretends he's shooting) Stop It! Stop It! Stop It!'?",George Costanza
Who said the quote: 'Maybe they offered him a chair and he turned it down.'?,Jerry Seinfeld
Who said the quote: 'Would you get out of here. Who's gonna turn down a chair? I would be very interested to know how he felt about all of this. Maybe I'll have a talk with him.'?,George Costanza
Who said the quote: 'I know you will.'?,Jerry Seinfeld
"Who said the quote: 'Hey, hey, hey, listen to this. Jackie just called.'?",Cosmo Kramer
Who said the quote: 'Who?'?,George Costanza
Who said the quote: 'His lawyer.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, Java World wants to settle.'?",Cosmo Kramer
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, I'm gonna be rich.'?",Cosmo Kramer
Who said the quote: 'Why are they settling?'?,Jerry Seinfeld
Who said the quote: 'Cause their afraid of bad publicity.'?,Cosmo Kramer
Who said the quote: 'All this because you spilled coffee on yourself?'?,Jerry Seinfeld
Who said the quote: 'Yeah that's right.'?,Cosmo Kramer
Who said the quote: '(Very loud in the direction of a waiter) I'm gonna need a coffee here. Very hot! Boiling!'?,George Costanza
Who said the quote: 'Uh ha.'?,Elaine Benes
Who said the quote: 'Oh God. What are you getting Bob?'?,Elaine Benes
Who said the quote: 'Excuse me?'?,Elaine Benes
"Who said the quote: 'Yeah, so?'?",Elaine Benes
"Who said the quote: 'Well, I mean don't you think that he was probably called Maestro while he was conducting, not in social situations. I mean his friends probably just called him Lenny.'?",Elaine Benes
Who said the quote: 'Maestro huh? O.K. (laughing)'?,Elaine Benes
Who said the quote: 'Jerry! Jerry! Jerry! Jerry my burn is gone look.(shows Jerry the burn area).'?,Cosmo Kramer
Who said the quote: 'What do you mean?'?,Jerry Seinfeld
"Who said the quote: 'Well I put that Chinese balm on that the Maestro gave me. And look, it healed it.'?",Cosmo Kramer
Who said the quote: 'So?'?,Jerry Seinfeld
Who said the quote: 'So? My lawsuit. I'm finished.'?,Cosmo Kramer
Who said the quote: 'I thought they wanted to settle.'?,Jerry Seinfeld
Who said the quote: 'Well what happens if they want to see it?'?,Cosmo Kramer
Who said the quote: 'Then you're in a lot of trouble.'?,Jerry Seinfeld
Who said the quote: 'Yeah!!'?,Cosmo Kramer
Who said the quote: '(To guard) Tired?'?,George Costanza
"Who said the quote: 'How come uh, no chair?'?",George Costanza
"Who said the quote: 'I, I couldn't help but notice that uh you don't have a chair.'?",George Costanza
"Who said the quote: 'No I didn't mean to imply that you did. You're obviously a very well proportioned individual. I was just wondering, have they ever offered you a chair?'?",George Costanza
Who said the quote: 'Would you like a chair?'?,George Costanza
"Who said the quote: 'Ah ha, Ah ha. You would, wouldn't you?'?",George Costanza
Who said the quote: 'That's exactly my point.'?,George Costanza
"Who said the quote: 'Cause I tell you, frankly, I would like to walk in hear one day and find you sitting down. (Starts to walk out of the store) That would give me a lot of pleasure. Call me crazy.'?",George Costanza
Who said the quote: 'I guess I screwed up huh Jackie?'?,Cosmo Kramer
Who said the quote: 'The Maestro.'?,Cosmo Kramer
Who said the quote: 'My friend he's a conductor.'?,Cosmo Kramer
Who said the quote: 'Well my stomach was burning.'?,Cosmo Kramer
Who said the quote: 'Well I didn't know the balm was gonna work.'?,Cosmo Kramer
Who said the quote: 'Well I ...'?,Cosmo Kramer
Who said the quote: 'I'm sorry Jackie.'?,Cosmo Kramer
"Who said the quote: '(Motions with his head) Yeah, get over.'?",Cosmo Kramer
Who said the quote: 'Did you have a good time?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, he's very interesting. Did you know that Mozart died while he was writing 'The Requiem'.'?",Elaine Benes
"Who said the quote: '(Sarcastically) Yeah, everyone knows that, it was in Amadeus.'?",Jerry Seinfeld
Who said the quote: 'Really?'?,Elaine Benes
"Who said the quote: 'So what about the ""Maestro"" stuff. Did he make you call him Maestro.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, I called him Maestro.'?",Elaine Benes
Who said the quote: 'You didn't mind?'?,Jerry Seinfeld
"Who said the quote: 'Well, I did at first, but actually I kind of got used to it.'?",Elaine Benes
"Who said the quote: 'O.K. from now on I want you to call me ""Jerry the Great"".'?",Jerry Seinfeld
"Who said the quote: 'I am not calling you ""Jerry the Great"".'?",Elaine Benes
Who said the quote: 'Why not you call him Maestro.'?,Jerry Seinfeld
Who said the quote: 'He is a Maestro.'?,Elaine Benes
"Who said the quote: 'Well, I'm great.'?",Jerry Seinfeld
Who said the quote: 'So you say.'?,Elaine Benes
"Who said the quote: 'What about his house in Tuscany, he mention that?'?",Jerry Seinfeld
Who said the quote: 'Yeah. (bragging) I'm invited.'?,Elaine Benes
"Who said the quote: 'You know when I told him it was beautiful there, out of the clear blue sky he says there's nothing to rent. As if he doesn't want anyone else there.'?",Jerry Seinfeld
Who said the quote: 'Why?'?,Elaine Benes
Who said the quote: 'I don't know. Maybe he's embarrassed by Americans.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, well maybe there aren't any houses to rent there.'?",Elaine Benes
Who said the quote: 'In all of Tuscany? I wonder.'?,Jerry Seinfeld
Who said the quote: '(Interrupting) I'LL TAKE IT!!'?,Cosmo Kramer
Who said the quote: 'No.'?,Cosmo Kramer
Who said the quote: 'Well I thought we were lucky to get anything.'?,Cosmo Kramer
Who said the quote: 'Yeah.'?,Cosmo Kramer
Who said the quote: 'Well I didn't hear any Plus.'?,Cosmo Kramer
"Who said the quote: 'Look, Java World. (To cabbie) Hey listen I'm gonna get out here. I'm gonna get myself a free cafe latte.'?",Cosmo Kramer
Who said the quote: 'Hey. Hi Maestro.'?,Elaine Benes
Who said the quote: 'Yeah.'?,Elaine Benes
Who said the quote: 'Hey you know we were just talking about you.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, ya know the other day how you mentioned that there were no houses available in Tuscany?'?",Jerry Seinfeld
Who said the quote: 'No. I'm not really looking.'?,Jerry Seinfeld
Who said the quote: 'So are you telling me there's not one house to rent in all of Tuscany?'?,Jerry Seinfeld
"Who said the quote: 'I can't get a sublet, a guest room, a cot, nothing?'?",Jerry Seinfeld
Who said the quote: 'It's BOOKED Jerry!'?,Elaine Benes
Who said the quote: 'How'd you get yours?'?,Jerry Seinfeld
Who said the quote: 'Maybe I'll check out France.'?,Jerry Seinfeld
"Who said the quote: 'Hey George, do you believe this guy?'?",Jerry Seinfeld
Who said the quote: 'Who?'?,George Costanza
Who said the quote: 'Bob Cobb.'?,Jerry Seinfeld
Who said the quote: 'Bob Cobb?'?,George Costanza
"Who said the quote: 'You know, the Maestro.'?",Jerry Seinfeld
Who said the quote: 'Oh I missed the Maestro?'?,George Costanza
"Who said the quote: 'Yeah, get this, he tells me there are no houses any where in Tuscany to rent.'?",Jerry Seinfeld
Who said the quote: 'Huh. Your renting a house in Tuscany?'?,George Costanza
Who said the quote: 'No.'?,Jerry Seinfeld
Who said the quote: 'So what do you care?'?,George Costanza
Who said the quote: 'I just wish I could figure out if this guy is trying to keep me out of Tuscany.'?,Jerry Seinfeld
Who said the quote: 'Of course he is. There's got to be houses for rent in Tuscany. Do you know how big Tuscany is?'?,George Costanza
Who said the quote: 'I have no idea.'?,Jerry Seinfeld
Who said the quote: 'It it's huge. It's probably like North Dakota.'?,George Costanza
"Who said the quote: 'Oh, no way it's that big.'?",Jerry Seinfeld
Who said the quote: 'It's a big region.'?,George Costanza
Who said the quote: 'Do you know how big North Dakota is stupid?'?,Jerry Seinfeld
Who said the quote: 'I don't know why I bother even talking to you.'?,George Costanza
"Who said the quote: 'Hey, no one's got a gun to your head.'?",Jerry Seinfeld
Who said the quote: 'All right.'?,George Costanza
Who said the quote: 'So I spoke to the security guard.'?,George Costanza
Who said the quote: 'Yeah and?'?,Jerry Seinfeld
"Who said the quote: 'Well it's tough to get a good read but I think if I brought him a chair, he'd sit.'?",George Costanza
Who said the quote: 'So are you gonna get him a chair?'?,Jerry Seinfeld
Who said the quote: 'Yup. It's really just a question of what kind. Thinking about a bar stool.'?,George Costanza
"Who said the quote: 'Yeah, that would give him some height, be able to check things out. With a back or without.'?",Jerry Seinfeld
Who said the quote: 'Oh I think I'd go for the back.'?,George Costanza
Who said the quote: 'Swivel?'?,Jerry Seinfeld
Who said the quote: 'I suppose he could swivel. Hey maybe one of those director's chairs. What do you think of those.'?,George Costanza
Who said the quote: 'I thinks it's kind of a pompous look. You know my parents used to have a kitchen chair that would have been perfect.'?,Jerry Seinfeld
Who said the quote: 'You mean one of those vinyl things?'?,George Costanza
Who said the quote: 'Yes.'?,Jerry Seinfeld
"Who said the quote: 'Vinyl yeah, maybe.'?",George Costanza
Who said the quote: 'How can I figure out if there's any places to rent in Tuscany? Wait a minute. Poppy's from Tuscany. I'm gonna go call him.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, good luck. Hey I'll meet you outside.'?",George Costanza
"Who said the quote: 'Poppy told me to talk to his cousin, he lives down in Little Italy.'?",Jerry Seinfeld
Who said the quote: 'What do you think about a rocking chair?'?,George Costanza
"Who said the quote: '(Speaking very fast and fidgety) You can't put a limit on my cafe lattes, it says so right here. And I don't want to get dirty looks when I come in here. If I want a cafe latte, you give me a cafe latte. And if I have any problems I'm gonna get my lawyer Jackie Chiles down here and your gonna be in really big trouble.'?",Cosmo Kramer
"Who said the quote: 'Hey hey hey, slow down Eddie. What what's the matter?'?",Jerry Seinfeld
"Who said the quote: 'Awe there making faces at me cause I've had a couple of cafe lattes. But I'm entitled to them. I can have as many cafe lattes as I want, that was the settlement.'?",Cosmo Kramer
Who said the quote: 'That's it?'?,Jerry Seinfeld
"Who said the quote: 'That's it. What you want one George? I can get one for you. No problem. Jerry, you want one? They're delicious. My pleasure.'?",Cosmo Kramer
Who said the quote: 'You've got to stop it. Your your all hopped up on the caffein.'?,Jerry Seinfeld
Who said the quote: 'Well I feel like I'm talking fast but it's very hard to tell.'?,Cosmo Kramer
Who said the quote: 'You're racing!'?,Jerry Seinfeld
Who said the quote: 'Well well I've got things to do. I'll see you later. Bye.'?,Cosmo Kramer
Who said the quote: '(Passionately) Oh Bob! Bob!'?,Elaine Benes
Who said the quote: '(Correcting herself) Maestro!'?,Elaine Benes
Who said the quote: 'What's your name?'?,George Costanza
Who said the quote: 'I'm engaged to Mr. Ross' niece. I'm probably gonna be taking over this whole place someday so if I were you I would stay on my good side.'?,George Costanza
Who said the quote: 'Innocent mistake.'?,George Costanza
"Who said the quote: 'Well, here you go. What do you think?'?",George Costanza
"Who said the quote: 'Hey, I'm his nephew, all right? Don't worry about it. Go ahead. Check it out.'?",George Costanza
"Who said the quote: 'Ah, excuse me, I'm looking for a Mr. Giggio.'?",Jerry Seinfeld
Who said the quote: 'Poppy sent me to see you Mr. Giggio.'?,Jerry Seinfeld
"Who said the quote: 'Um, did he did he mention to you why I called?'?",Jerry Seinfeld
"Who said the quote: 'Yeah, right, right. So is there anything there to rent?'?",Jerry Seinfeld
Who said the quote: 'I didn't actually want to rent it.'?,Jerry Seinfeld
"Who said the quote: 'So see um, I didn't say that I wanted to rent it, I was just wondering if there were houses there to rent.'?",Jerry Seinfeld
"Who said the quote: 'It's been a rough couple of weeks, ya know I really needed to get away.'?",Elaine Benes
Who said the quote: 'You're right Maestro.'?,Elaine Benes
"Who said the quote: 'Common Jerry, this guy is crazy. Get out.'?",Cosmo Kramer
Who said the quote: 'You didn't have to push me.'?,Jerry Seinfeld
Who said the quote: 'I didn't push you. How much did you pay that guy?'?,Cosmo Kramer
"Who said the quote: '75,000 lira.'?",Jerry Seinfeld
"Who said the quote: '75,000 lira? Are you out of your mind?'?",Cosmo Kramer
Who said the quote: 'Kramer you don't under the conversion rate.'?,Jerry Seinfeld
"Who said the quote: 'Oh, conversion rate, oh.'?",Cosmo Kramer
Who said the quote: 'You know I don't even know why I brought you.'?,Jerry Seinfeld
Who said the quote: 'Nobody put a gun to your head.'?,Cosmo Kramer
Who said the quote: 'Not bad!'?,Jerry Seinfeld
Who said the quote: 'Yeah!'?,Cosmo Kramer
Who said the quote: 'Hello'?,Elaine Benes
"Who said the quote: 'Oh, god. OH, I could use a few more hours sleep.'?",Elaine Benes
Who said the quote: 'I wish.'?,Elaine Benes
"Who said the quote: 'Really? Thank you., wake up service . . . person.'?",Elaine Benes
"Who said the quote: 'Oh, all right, James. He he he'?",Elaine Benes
Who said the quote: 'Your wake up guy asked you out?'?,George Costanza
"Who said the quote: 'Yeah, I've never seen him but I feel like we have this weirdly intimate relationship. I mean, I'm lying in bed, I'm wearing my nightie,'?",Elaine Benes
Who said the quote: 'I don't know. Blind date?'?,Jerry Seinfeld
Who said the quote: 'What? You're going to go out with my cousin Holly. You've never met her.'?,Elaine Benes
"Who said the quote: 'Yeah, but I've seen pictures of her.'?",Jerry Seinfeld
Who said the quote: 'At least I've spoken to my guy. You're going out on a deaf date.'?,Elaine Benes
Who said the quote: 'I think I'd rather go out on a deaf date than a blind date. The question is whether you'd rather date the blind or the deaf.'?,Jerry Seinfeld
"Who said the quote: 'Ah, . . .'?",Elaine Benes
Who said the quote: 'Now you're off on a topic.'?,George Costanza
"Who said the quote: 'You know, I think, I would rather date the deaf.'?",Jerry Seinfeld
Who said the quote: 'Uh hu.'?,Elaine Benes
Who said the quote: 'Because I think the blind would probably be a little messier around the house. And lets face it they're not going to get all the crumbs. I'd possibly be walking around with a sponge.'?,Jerry Seinfeld
Who said the quote: 'You see I disagree. I'd rather be dating the blind. You know you could let the house go. You could let yourself go. A good looking blind woman doesn't even know you're not good enough for her.'?,George Costanza
Who said the quote: 'I think she'd figure it out.'?,Elaine Benes
Who said the quote: 'What? What is this?'?,Elaine Benes
Who said the quote: 'Veggie sandwich and a grapefruit.'?,Jerry Seinfeld
Who said the quote: 'Veggie sandwich and a grapefruit? What are you turning into?'?,Elaine Benes
Who said the quote: 'A healthy person.'?,Jerry Seinfeld
"Who said the quote: '( rubbing his eye) Ow, Ow you squirted me.'?",George Costanza
"Who said the quote: 'Oh, sorry'?",Jerry Seinfeld
"Who said the quote: 'Boy, it stings.'?",George Costanza
Who said the quote: 'No.'?,George Costanza
"Who said the quote: 'No, not that I know of. (winks)'?",George Costanza
Who said the quote: 'Morgan? No. He's doing a great job. (winks)'?,George Costanza
"Who said the quote: 'I still can't believe, you're going out on a blind date.'?",Jerry Seinfeld
Who said the quote: 'I'm not worried. It sounds like he's really good looking.'?,Elaine Benes
Who said the quote: 'You're going by sound? What are we? Whales?'?,Jerry Seinfeld
Who said the quote: 'I think I can tell.'?,Elaine Benes
"Who said the quote: 'Elaine, what percentage of people would you say are good looking?'?",Jerry Seinfeld
Who said the quote: 'Twenty-five percent.'?,Elaine Benes
"Who said the quote: 'Twenty-five percent, you say? No way! It's like 4 to 6 percent. It's a twenty to one shot.'?",Jerry Seinfeld
Who said the quote: 'You're way off.'?,Elaine Benes
Who said the quote: 'Way off? Have you been to the motor vehicle bureau? It's like a leper colony down there.'?,Jerry Seinfeld
Who said the quote: 'So what you are saying is that 90 to 95 percent of the population is undateable?'?,Elaine Benes
Who said the quote: 'UNDATEABLE!'?,Jerry Seinfeld
Who said the quote: 'Then how are all these people getting together?'?,Elaine Benes
Who said the quote: 'Alcohol.'?,Jerry Seinfeld
Who said the quote: '(to George who is winking) What is your problem?'?,Elaine Benes
Who said the quote: 'No problem here.'?,George Costanza
Who said the quote: 'You keep winking at me. That's really obnoxious.'?,Elaine Benes
Who said the quote: 'I had no idea.'?,George Costanza
Who said the quote: 'Right there. Right there. You just did it again.'?,Elaine Benes
Who said the quote: 'Wait a minute. Wait a minute. It's from that grapefruit that Jerry squirted at me.'?,George Costanza
Who said the quote: 'You're eye still hurts?'?,Elaine Benes
"Who said the quote: 'Yeah, yeah. You must have squirted a piece of pulp in it too.'?",George Costanza
Who said the quote: 'Pulp couldn't make it across the table.'?,Jerry Seinfeld
"Who said the quote: 'Pulp can move, Baby! Why didn't you eat a real breakfast?'?",George Costanza
"Who said the quote: 'Hey, I eat healthy. If I have to take out an eye, that's the breaks.'?",Jerry Seinfeld
Who said the quote: 'Wait a minute. I must have been winking down at the office. That's why Mr. Wilhelm was acting so mysteriouso.'?,George Costanza
"Who said the quote: 'What did he think, you were flirtin' with him?'?",Elaine Benes
"Who said the quote: 'Hu, oh. No he thought I was hiding something from him about Morgan.'?",George Costanza
Who said the quote: 'Hi guys.'?,Cosmo Kramer
"Who said the quote: 'Hi,'?",Jerry Seinfeld
"Who said the quote: 'Hello Archie, Veronica, Mr. Weatherbee. . . . Is this Don Matingly's signature?'?",Cosmo Kramer
Who said the quote: 'Yeah.'?,George Costanza
Who said the quote: 'And Buck Showalter's?'?,Cosmo Kramer
Who said the quote: 'It's an inter-office envelope. It get passed around all over the office.'?,George Costanza
"Who said the quote: 'Um, can I show this to my buddy Stubbs . He runs a sports memorabilia store. He pays top dollar for pro autographs.'?",Cosmo Kramer
"Who said the quote: 'Yeah, like I'm going to risk my job with the New York Yankees to make a few extra bucks. (winks)'?",George Costanza
"Who said the quote: 'No, of course not. (winks back)'?",Cosmo Kramer
"Who said the quote: 'You know, you see Don Matingly signed this envelope then he sent it to room 318, where it was received and signed for by manager Buck Showalter.'?",Cosmo Kramer
Who said the quote: 'Why?'?,Cosmo Kramer
Who said the quote: 'Is that the lovely Mrs. Morgan?'?,George Costanza
Who said the quote: 'Birthday card?'?,George Costanza
"Who said the quote: 'Oh ah, I uh, will have that for you by after lunch.'?",George Costanza
Who said the quote: 'Of course. Your massage. (winks) Enjoy your massage. (winks)'?,George Costanza
Who said the quote: 'Hello.'?,Elaine Benes
"Who said the quote: 'James! Ah, ha, Hello! Phew!'?",Elaine Benes
"Who said the quote: 'Well, I'm not really that much of a meat eater.'?",Jerry Seinfeld
"Who said the quote: 'Well, no, I'm not one of those.'?",Jerry Seinfeld
Who said the quote: 'Grandma Memma?'?,Jerry Seinfeld
"Who said the quote: 'No, I think I would have remembered Memma.'?",Jerry Seinfeld
Who said the quote: 'What do you recommend besides the steak?'?,Jerry Seinfeld
Who said the quote: 'Anything lighter? How do you prepare the chicken?'?,Jerry Seinfeld
Who said the quote: 'You know what? I think I'll just have the salad.'?,Jerry Seinfeld
Who said the quote: '(mind's voice) Just a salad? Just a salad? Just a salad?'?,Jerry Seinfeld
"Who said the quote: 'Oh, uh, ha, you've got dogs?'?",Elaine Benes
Who said the quote: '(mind's voice from -  ) SHUT UP! YOU STUPID LITTLE MUT !'?,Elaine Benes
Who said the quote: 'Dogs. Oh I love dogs.'?,Elaine Benes
"Who said the quote: 'Hey, Mr. Morgan how was your massage?'?",George Costanza
Who said the quote: 'Really?'?,George Costanza
"Who said the quote: 'Hey, listen don't oversleep. You can't afford to be late again.'?",George Costanza
"Who said the quote: 'Geez, Hey you know something, you should try my friend's wake up service. She swears by this thing.'?",George Costanza
"Who said the quote: 'Ah, not yet.'?",George Costanza
Who said the quote: 'Yes sir!'?,George Costanza
Who said the quote: 'I just don't understand it as soon as I met these dogs they started growling at me.'?,Elaine Benes
Who said the quote: 'Maybe his dogs heard about how you tried to kidnap that other dog. These muts like to gossip. So have you talked too Holly?'?,Jerry Seinfeld
Who said the quote: 'Huh huh.'?,Elaine Benes
Who said the quote: 'Did she mention anything about our lunch?'?,Jerry Seinfeld
"Who said the quote: 'Uh, kind of.'?",Elaine Benes
"Who said the quote: 'What do you mean, ""kind of.""?'?",Jerry Seinfeld
"Who said the quote: 'I mean, she thought it was kind of strange to just order a salad. . . . You know. . . . For a man.'?",Elaine Benes
Who said the quote: 'What are you saying? . . . Salad! What was I thinking? Women don't respect salad eaters.'?,Jerry Seinfeld
Who said the quote: 'You got that right.'?,Elaine Benes
"Who said the quote: 'But you're going over there for dinner tonight, right?'?",Jerry Seinfeld
Who said the quote: 'Um uh.'?,Elaine Benes
Who said the quote: 'What is she making?'?,Jerry Seinfeld
"Who said the quote: 'I don't know. But I'm sure it had, . . . parents. Call her up. She won't mind if you come.'?",Elaine Benes
"Who said the quote: 'Oh, don't worry. I'll be there and I'll be packing an artery.'?",Jerry Seinfeld
"Who said the quote: 'Ah, Mr. Weatherbee.'?",Cosmo Kramer
Who said the quote: 'You got the Yankee envelope?'?,George Costanza
Who said the quote: 'Sure do.'?,Cosmo Kramer
"Who said the quote: 'oh,'?",George Costanza
Who said the quote: 'Here you go.'?,Cosmo Kramer
"Who said the quote: 'Hey, he,'?",George Costanza
Who said the quote: 'You'll be pleased to see what's inside.'?,Cosmo Kramer
Who said the quote: 'What is this?'?,George Costanza
Who said the quote: 'You're cut of the loot. Stubs gave me 200 dollars for the autographed birthday card that was inside.'?,Cosmo Kramer
Who said the quote: 'Who told you to sell the card?'?,George Costanza
Who said the quote: 'You did.'?,Cosmo Kramer
Who said the quote: 'No I didn't!'?,George Costanza
"Who said the quote: 'No, not in so many words but I believe we had an understanding. (winks)'?",Cosmo Kramer
Who said the quote: 'I was not winking you idiot. That was the grapefruit. It's like acid. I need that card back. It's Mr. Steinbrenner's. I was responsible.'?,George Costanza
Who said the quote: 'Well Stubs has already sold it to some guy who's kid's in the hospital .'?,Cosmo Kramer
Who said the quote: 'Well get it back! It's very important. (winks)'?,George Costanza
"Who said the quote: 'Look, do you want me to get it back or not?'?",Cosmo Kramer
Who said the quote: '(holds eyes wide open) Get it back!'?,George Costanza
"Who said the quote: 'Such a lovely table setting. Oh, wear did you get these napkins?'?",Elaine Benes
"Who said the quote: 'Oh, I don't remember them.'?",Elaine Benes
Who said the quote: 'Special occassions? It wasn't special when my family visited?'?,Elaine Benes
"Who said the quote: 'Um, mutton! Hope you didn't cut the fat off.'?",Jerry Seinfeld
Who said the quote: 'That you Bobby?'?,Cosmo Kramer
"Who said the quote: 'Well, I heard that you have a very uh, special birthday card .with all the Yankee autographs on it.'?",Cosmo Kramer
"Who said the quote: 'Oh, that's it, yeah. Boy, Stubs sure went to town with this thing huh? Yeah, well, Bobby, uh, what if I told you a very important person at the New York Yankees needed this card back.'?",Cosmo Kramer
"Who said the quote: 'Well, uh, Bobby, uh, who's your favorite Yankee.'?",Cosmo Kramer
"Who said the quote: 'All right. What if I tell Paul O'Neill to hit a home run tomorrow, just for you.'?",Cosmo Kramer
Who said the quote: 'For you he would.'?,Cosmo Kramer
"Who said the quote: 'Two? Sure kid, yeah. But then you gotta promise you'll do something for me.'?",Cosmo Kramer
"Who said the quote: 'Yeah, that would be nice. But I really just need this card.'?",Cosmo Kramer
Who said the quote: 'What about this candelabra?'?,Elaine Benes
"Who said the quote: 'Hey, salad's got nothin' on this mutton.'?",Jerry Seinfeld
Who said the quote: 'I wish I could take credit for it. It's actually the line my butcher uses when we're chewing the fat. How about that beautiful desk over there? (hides meat in napkin in jacket)'?,Jerry Seinfeld
"Who said the quote: 'What did you do, ransack the place after she died?'?",Elaine Benes
Who said the quote: 'This is some FINE mutton.'?,Jerry Seinfeld
Who said the quote: 'I'm getting out of here. Can I borrow your jacket?'?,Elaine Benes
"Who said the quote: 'Uh, well, uh the thing is that . . . (Jerry grabs jacket back)'?",Jerry Seinfeld
"Who said the quote: 'It's cold out, and I didn't bring my own. Jerry! God forbid I should borrow one from Holly. It might have belonged to grandma Memma. Thanks for mutton.'?",Elaine Benes
"Who said the quote: 'Down boy, nice doggy . I'm a nice person. Don't believe what you hear.'?",Elaine Benes
Who said the quote: 'What?'?,Jerry Seinfeld
Who said the quote: 'I don't know about that. Have you got any floss?'?,Jerry Seinfeld
Who said the quote: 'Down doggy . oh oh a a a a a'?,Elaine Benes
"Who said the quote: 'Elaine, what are you doing in this neighborhood?'?",Jerry Seinfeld
Who said the quote: 'Did you do with the dogs?'?,Elaine Benes
"Who said the quote: 'Yeah, they're in the kitchen. . . . okay, quite! What's going on?'?",Jerry Seinfeld
Who said the quote: 'These dogs were chasing me. And no cab would stop and I had to get off the street. Then I remembered that you lived here.'?,Elaine Benes
Who said the quote: 'Why were dogs chasing you?'?,Jerry Seinfeld
Who said the quote: 'They just don't like me. It's a long story. I can tell you one day but I can't tell you right now.'?,Elaine Benes
Who said the quote: 'I would askk you to stay tonight but I only have the sofa bed and it's where I sleep.'?,Jerry Seinfeld
Who said the quote: 'We'll have to sleep head to toe.'?,Elaine Benes
Who said the quote: 'Head to toe?'?,Jerry Seinfeld
Who said the quote: 'Head to toe.'?,Elaine Benes
"Who said the quote: 'Hey, wake up. It's 830 you were supposed to walk me up at 715.'?",Elaine Benes
Who said the quote: 'I'm sorry I didn't get any sleep you kept kicking me in the face.'?,Jerry Seinfeld
Who said the quote: 'You're a wake up guy. Don't you have calls to make?'?,Elaine Benes
Who said the quote: 'I'll make them later. Uh.'?,Jerry Seinfeld
Who said the quote: 'He's not here?'?,George Costanza
Who said the quote: 'It's impossible. I got him a wake up service.'?,George Costanza
Who said the quote: '. . . gone?'?,George Costanza
Who said the quote: 'It sounds like all the winking got you a promotion.'?,Jerry Seinfeld
"Who said the quote: 'I don't want Morgan's job. He's got a lot of work to do. Hey, Elaine, your friend never woke up Mr. Morgan.'?",George Costanza
"Who said the quote: 'Nah, he was tired. He had some feet in his face. My cousin Holly is completely insane. She keeps calling and accusing me of stealing her napkins.'?",Elaine Benes
Who said the quote: 'Napkins?'?,George Costanza
"Who said the quote: 'I mean, why? Why would I take her stupid napkins.'?",Elaine Benes
Who said the quote: 'Because they were in the pockets of my jacket.'?,Jerry Seinfeld
Who said the quote: 'They were?'?,Elaine Benes
Who said the quote: 'Yes. I was using them to spit out the mutton.'?,Jerry Seinfeld
Who said the quote: 'Spit it out? I had dogs chasing me for that mutton. I was almost mauled because of that mutton.'?,Elaine Benes
Who said the quote: 'What exactly is mutton?'?,George Costanza
Who said the quote: 'I don't know and I didn't want to find out. So where is my jacket?'?,Jerry Seinfeld
"Who said the quote: 'Oh, I must have left it at Jame's'?",Elaine Benes
Who said the quote: 'You spent the night at James's? Did we?'?,Jerry Seinfeld
Who said the quote: 'Yeah but we reversed positions so there was no funny business.'?,Elaine Benes
Who said the quote: 'Reversed positions?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, you know, head to toe.'?",Elaine Benes
Who said the quote: 'So what your genitals are still lined up.'?,Jerry Seinfeld
"Who said the quote: 'No, because I slept with my back to him.'?",Elaine Benes
Who said the quote: 'Mr. O'Neill?'?,Cosmo Kramer
"Who said the quote: 'Yeah, uh, look, you don't know me.'?",Cosmo Kramer
"Who said the quote: 'No, it's uh, not that see,. It's about a little boy in a hospital. I was wondering if you could do something to lift his spirits.'?",Cosmo Kramer
"Who said the quote: 'Sure, well I promised you would hit him two home runs.'?",Cosmo Kramer
"Who said the quote: 'You know, Klick!. A couple of dingers.'?",Cosmo Kramer
"Who said the quote: 'Yeah, well, no good?'?",Cosmo Kramer
Who said the quote: 'Two is better than one.'?,Cosmo Kramer
"Who said the quote: 'Well, Babe Ruth did it.'?",Cosmo Kramer
"Who said the quote: 'Oh, do you say that Babe Ruth is a liar?'?",Cosmo Kramer
"Who said the quote: 'Well, maybe I did overextend myself.'?",Cosmo Kramer
"Who said the quote: 'It's hot in here. Hey, Bobby, can I have some of your juice?'?",Cosmo Kramer
Who said the quote: 'Yeah. Come on up.'?,Jerry Seinfeld
Who said the quote: 'Yeah.'?,Cosmo Kramer
Who said the quote: 'OH YEAH! ALL RIGHT!'?,Cosmo Kramer
Who said the quote: 'Hey. What's all this?'?,Jerry Seinfeld
Who said the quote: 'I thought we were going out.'?,Jerry Seinfeld
Who said the quote: 'Franco?'?,Jerry Seinfeld
Who said the quote: 'I bet he acted aloof like he didn't know me.'?,Jerry Seinfeld
Who said the quote: 'That is so Franco.'?,Jerry Seinfeld
